Churn,Genero,Ciudadano_Senior,Pareja,Dependientes,Antiguedad_Meses,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivo,Soporte_Tecnico,Television_Streaming,Peliculas_Streaming,Tipo_Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales_Total,Cuentas_Diarias
1.0,Female,1,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,89.3,2.9766666666666666
0.0,Male,1,1.0,0.0,30,1,1,Fiber optic,1,1,1,1,1,0,Month-to-month,1.0,Bank transfer (automatic),3181.8,106.06
0.0,Male,0,1.0,0.0,32,1,1,Fiber optic,0,0,0,1,0,0,One year,1.0,Electronic check,2619.15,87.305
0.0,Female,0,1.0,1.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,19.0,0.6333333333333333
,Male,0,0.0,0.0,57,1,1,Fiber optic,0,0,0,0,1,0,One year,1.0,Electronic check,4939.25,164.64166666666668
0.0,Female,0,1.0,0.0,56,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1.0,Electronic check,5669.5,188.98333333333332
1.0,Male,0,0.0,0.0,11,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1.0,Electronic check,824.75,27.491666666666667
0.0,Male,0,0.0,0.0,52,1,1,Fiber optic,1,0,1,1,1,1,Two year,1.0,Electronic check,5731.4,191.04666666666665
,Female,0,1.0,1.0,65,1,1,DSL,1,1,0,1,1,1,Two year,1.0,Bank transfer (automatic),5215.1,173.83666666666667
0.0,Female,0,0.0,0.0,12,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,260.9,8.696666666666665
0.0,Male,0,0.0,0.0,29,0,0,DSL,1,0,0,1,0,0,One year,0.0,Mailed check,1072.6,35.75333333333333
0.0,Male,0,1.0,1.0,33,1,0,DSL,0,1,1,1,1,1,Two year,0.0,Credit card (automatic),2603.1,86.77
0.0,Female,0,1.0,1.0,22,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Bank transfer (automatic),454.05,15.135
1.0,Female,0,0.0,0.0,29,0,0,DSL,0,1,0,0,0,0,Month-to-month,1.0,Electronic check,856.35,28.545
0.0,Female,0,1.0,0.0,10,1,0,DSL,0,0,1,0,1,1,Month-to-month,1.0,Credit card (automatic),653.15,21.771666666666665
0.0,Female,0,1.0,0.0,26,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,459.6,15.32
0.0,Female,0,0.0,0.0,13,0,0,DSL,0,1,0,0,0,0,Month-to-month,0.0,Electronic check,357.15,11.905
0.0,Male,0,1.0,1.0,66,1,0,Fiber optic,1,1,1,0,1,1,One year,1.0,Bank transfer (automatic),7031.3,234.37666666666667
1.0,Male,0,1.0,0.0,70,1,1,Fiber optic,1,1,1,1,1,1,One year,0.0,Credit card (automatic),7968.85,265.62833333333333
1.0,Male,0,1.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,69.15,2.305
1.0,Female,0,0.0,0.0,57,1,0,Fiber optic,0,0,1,0,1,1,Two year,1.0,Electronic check,5464.65,182.155
0.0,Female,0,1.0,1.0,58,1,1,Fiber optic,0,1,1,0,1,1,One year,1.0,Credit card (automatic),6225.4,207.51333333333332
1.0,Male,0,1.0,1.0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0.0,Electronic check,80.0,2.6666666666666665
1.0,Male,0,0.0,0.0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,58.15,1.9383333333333332
1.0,Female,0,0.0,0.0,10,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1.0,Electronic check,1058.25,35.275
1.0,Female,0,0.0,0.0,56,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1.0,Electronic check,4092.85,136.42833333333334
0.0,Male,0,0.0,1.0,22,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1.0,Credit card (automatic),1949.4,64.98
0.0,Male,0,1.0,1.0,72,1,1,Fiber optic,1,1,1,1,1,0,Two year,1.0,Credit card (automatic),7548.6,251.62
0.0,Male,0,0.0,0.0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,75.1,2.503333333333333
0.0,Female,0,1.0,1.0,39,1,0,DSL,1,0,0,0,0,0,Month-to-month,0.0,Credit card (automatic),2066.0,68.86666666666666
0.0,Female,0,0.0,1.0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0.0,Mailed check,49.9,1.6633333333333333
1.0,Male,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,89.1,2.9699999999999998
0.0,Male,0,1.0,0.0,52,1,1,Fiber optic,1,0,1,1,0,0,Two year,1.0,Credit card (automatic),4627.8,154.26000000000002
1.0,Male,0,1.0,0.0,10,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Electronic check,1037.75,34.59166666666667
0.0,Male,0,0.0,0.0,4,1,0,DSL,0,1,0,0,0,0,Month-to-month,0.0,Mailed check,208.45,6.948333333333333
0.0,Male,0,1.0,1.0,70,0,0,DSL,1,0,1,1,1,1,Two year,0.0,Bank transfer (automatic),4144.8,138.16
0.0,Male,0,1.0,0.0,60,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,1258.15,41.93833333333334
0.0,Male,1,1.0,0.0,8,1,0,DSL,0,0,1,1,0,1,Month-to-month,1.0,Credit card (automatic),581.7,19.39
1.0,Female,0,1.0,1.0,10,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Credit card (automatic),1068.85,35.62833333333333
0.0,Female,0,1.0,1.0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,60.65,2.0216666666666665
0.0,Male,1,1.0,1.0,64,1,1,No,0,0,0,0,0,0,Two year,1.0,Bank transfer (automatic),1548.65,51.62166666666667
0.0,Female,0,1.0,0.0,66,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Electronic check,6936.85,231.22833333333335
0.0,Male,0,1.0,1.0,49,1,1,Fiber optic,0,1,1,0,1,0,One year,1.0,Electronic check,4520.15,150.67166666666665
0.0,Female,0,0.0,0.0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0.0,Electronic check,49.95,1.665
0.0,Male,0,0.0,1.0,36,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1.0,Electronic check,3512.5,117.08333333333333
0.0,Female,0,1.0,0.0,58,1,1,DSL,1,0,0,1,0,1,One year,1.0,Electronic check,3972.25,132.40833333333333
0.0,Male,0,0.0,0.0,7,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1.0,Electronic check,490.55,16.351666666666667
0.0,Female,0,0.0,0.0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,43.8,1.46
0.0,Male,1,1.0,0.0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1.0,Bank transfer (automatic),8404.9,280.1633333333333
0.0,Male,1,1.0,0.0,35,1,1,Fiber optic,0,0,1,0,0,0,One year,1.0,Bank transfer (automatic),2815.25,93.84166666666667
1.0,Male,0,0.0,0.0,28,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1.0,Credit card (automatic),2659.4,88.64666666666668
0.0,Male,0,0.0,0.0,30,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1.0,Bank transfer (automatic),2936.25,97.875
0.0,Male,0,1.0,1.0,52,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1.0,Bank transfer (automatic),4631.7,154.39
0.0,Female,0,1.0,1.0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1.0,Bank transfer (automatic),8477.7,282.59000000000003
0.0,Male,0,1.0,1.0,31,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,702.05,23.401666666666664
0.0,Male,0,1.0,1.0,70,1,1,DSL,1,1,1,1,0,1,One year,0.0,Bank transfer (automatic),5445.95,181.53166666666667
0.0,Male,0,1.0,1.0,53,1,1,DSL,1,0,1,1,1,1,Month-to-month,0.0,Electronic check,4616.1,153.87
1.0,Male,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),20.2,0.6733333333333333
0.0,Female,0,1.0,1.0,10,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,220.8,7.36
1.0,Female,1,0.0,0.0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,25.7,0.8566666666666667
0.0,Female,0,1.0,0.0,29,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,573.05,19.101666666666667
0.0,Male,0,1.0,1.0,59,1,0,DSL,1,1,1,1,1,1,Two year,1.0,Electronic check,5186.0,172.86666666666667
1.0,Male,0,0.0,0.0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,81.0,2.7
1.0,Female,0,0.0,0.0,58,1,0,Fiber optic,1,1,1,0,1,1,One year,1.0,Electronic check,6145.85,204.86166666666668
0.0,Male,0,1.0,1.0,45,1,1,DSL,1,1,0,1,1,0,Two year,0.0,Credit card (automatic),3371.0,112.36666666666666
0.0,Male,0,0.0,0.0,12,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1.0,Electronic check,912.0,30.4
1.0,Female,0,0.0,0.0,12,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1.0,Electronic check,1095.65,36.52166666666667
0.0,Male,0,1.0,0.0,33,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Credit card (automatic),1462.6,48.75333333333333
1.0,Female,0,0.0,0.0,9,1,0,DSL,1,1,0,0,1,1,Month-to-month,1.0,Electronic check,703.55,23.451666666666664
1.0,Male,0,1.0,1.0,7,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,1.0,Electronic check,608.8,20.293333333333333
0.0,Male,0,1.0,1.0,66,1,1,DSL,0,0,1,0,1,0,Two year,1.0,Bank transfer (automatic),4189.7,139.65666666666667
1.0,Male,0,1.0,1.0,52,1,1,Fiber optic,0,0,1,1,0,1,Two year,1.0,Bank transfer (automatic),4990.25,166.34166666666667
0.0,Female,0,1.0,0.0,49,0,0,DSL,1,0,0,0,1,0,Month-to-month,0.0,Bank transfer (automatic),2070.75,69.025
0.0,Female,0,1.0,1.0,61,1,0,DSL,1,0,0,0,0,0,One year,1.0,Bank transfer (automatic),2961.4,98.71333333333334
0.0,Female,0,0.0,0.0,24,1,1,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),553.0,18.433333333333334
0.0,Female,0,0.0,0.0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1.0,Electronic check,49.9,1.6633333333333333
0.0,Male,0,1.0,1.0,17,1,1,DSL,1,0,0,1,0,0,One year,1.0,Mailed check,1096.65,36.555
0.0,Female,0,0.0,0.0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,266.6,8.886666666666667
1.0,Male,0,0.0,0.0,1,1,1,DSL,0,0,1,1,0,0,Month-to-month,0.0,Mailed check,62.05,2.0683333333333334
0.0,Male,1,1.0,0.0,61,1,1,Fiber optic,0,1,1,1,1,0,One year,1.0,Mailed check,6066.55,202.21833333333333
0.0,Male,0,0.0,0.0,27,1,0,DSL,1,0,1,1,1,0,One year,0.0,Credit card (automatic),1927.3,64.24333333333333
0.0,Female,0,1.0,1.0,48,1,0,Fiber optic,1,0,1,0,1,1,One year,1.0,Bank transfer (automatic),4977.2,165.90666666666667
0.0,Male,0,1.0,0.0,71,1,1,Fiber optic,1,1,1,0,1,0,Two year,1.0,Electronic check,6994.6,233.15333333333334
0.0,Female,0,1.0,1.0,4,1,1,DSL,0,1,0,1,0,0,Month-to-month,1.0,Mailed check,224.85,7.495
0.0,Male,0,1.0,0.0,61,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1.0,Electronic check,6375.2,212.50666666666666
0.0,Female,0,0.0,0.0,31,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,0.0,Electronic check,3205.6,106.85333333333332
1.0,Female,0,1.0,0.0,32,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0.0,Bank transfer (automatic),2585.95,86.19833333333332
0.0,Female,0,0.0,0.0,30,1,1,Fiber optic,1,0,0,1,1,1,Month-to-month,0.0,Bank transfer (automatic),3211.9,107.06333333333333
0.0,Female,0,1.0,1.0,55,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Credit card (automatic),1087.25,36.24166666666667
0.0,Female,0,1.0,0.0,42,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Credit card (automatic),869.9,28.996666666666666
1.0,Female,0,1.0,1.0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1.0,Bank transfer (automatic),7723.9,257.4633333333333
0.0,Female,0,1.0,1.0,71,1,1,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1663.5,55.45
0.0,Female,0,0.0,0.0,43,1,1,Fiber optic,1,1,1,1,1,1,Two year,0.0,Credit card (automatic),4895.1,163.17000000000002
0.0,Male,0,0.0,0.0,19,0,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),468.35,15.611666666666668
0.0,Male,0,1.0,1.0,19,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,344.5,11.483333333333333
0.0,Female,0,0.0,0.0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,220.35,7.345
0.0,Male,0,0.0,0.0,4,1,0,DSL,0,1,0,1,1,0,Month-to-month,1.0,Bank transfer (automatic),226.2,7.54
1.0,Female,1,0.0,0.0,13,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,1127.2,37.57333333333334
1.0,Female,0,0.0,1.0,4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,0.0,Bank transfer (automatic),333.55,11.118333333333334
1.0,Male,0,0.0,0.0,8,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1.0,Electronic check,773.65,25.788333333333334
0.0,Male,1,1.0,0.0,70,1,1,DSL,1,1,1,1,1,1,Two year,0.0,Credit card (automatic),6333.4,211.11333333333332
0.0,Male,0,1.0,1.0,68,1,1,DSL,1,1,1,1,1,1,Two year,1.0,Credit card (automatic),6392.85,213.095
1.0,Male,0,1.0,0.0,5,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1.0,Electronic check,412.1,13.736666666666668
1.0,Male,0,0.0,0.0,12,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1.0,Mailed check,1132.75,37.75833333333333
0.0,Male,0,1.0,1.0,57,1,0,Fiber optic,0,1,1,0,1,1,One year,1.0,Credit card (automatic),5598.0,186.6
0.0,Female,0,1.0,1.0,51,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,1028.75,34.291666666666664
0.0,Female,0,0.0,0.0,4,1,0,DSL,1,1,0,0,0,0,Month-to-month,0.0,Electronic check,220.65,7.355
0.0,Male,1,1.0,0.0,70,1,0,Fiber optic,1,1,1,0,1,1,Two year,0.0,Credit card (automatic),7511.9,250.39666666666665
1.0,Female,0,1.0,0.0,30,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Bank transfer (automatic),655.85,21.861666666666668
1.0,Male,0,0.0,0.0,7,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1.0,Electronic check,593.45,19.78166666666667
0.0,Male,1,0.0,0.0,19,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1.0,Electronic check,1637.3,54.57666666666667
1.0,Male,0,0.0,0.0,1,1,1,DSL,0,1,0,1,0,0,Month-to-month,0.0,Mailed check,60.1,2.0033333333333334
1.0,Male,0,0.0,0.0,12,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1.0,Mailed check,1384.75,46.15833333333333
1.0,Male,0,0.0,0.0,17,1,0,DSL,0,0,0,1,0,0,Month-to-month,0.0,Mailed check,900.5,30.016666666666666
1.0,Male,1,1.0,1.0,66,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Credit card (automatic),6822.15,227.405
1.0,Male,0,0.0,0.0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,141.5,4.716666666666667
0.0,Male,1,1.0,0.0,51,1,1,Fiber optic,1,0,1,0,0,1,One year,1.0,Bank transfer (automatic),4839.15,161.30499999999998
1.0,Male,0,0.0,0.0,51,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0.0,Credit card (automatic),4242.35,141.4116666666667
0.0,Female,0,1.0,0.0,71,1,0,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1379.6,45.986666666666665
1.0,Male,0,0.0,0.0,35,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0.0,Credit card (automatic),2636.05,87.86833333333334
0.0,Female,0,0.0,0.0,11,1,0,DSL,0,1,0,0,0,0,Month-to-month,0.0,Electronic check,531.15,17.705
1.0,Female,0,0.0,0.0,2,1,0,DSL,0,0,1,1,1,1,Month-to-month,0.0,Electronic check,160.8,5.36
1.0,Female,1,0.0,0.0,26,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1.0,Electronic check,2497.2,83.24
0.0,Male,0,1.0,1.0,60,1,1,No,0,0,0,0,0,0,One year,0.0,Credit card (automatic),1506.4,50.21333333333334
0.0,Male,0,1.0,1.0,62,1,0,Fiber optic,1,1,0,0,0,0,One year,1.0,Credit card (automatic),4983.05,166.10166666666666
0.0,Female,0,0.0,0.0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),524.35,17.478333333333335
1.0,Female,0,0.0,0.0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,338.1,11.270000000000001
0.0,Male,1,0.0,0.0,45,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Bank transfer (automatic),4200.25,140.00833333333333
1.0,Female,0,0.0,0.0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,45.15,1.505
0.0,Female,0,0.0,0.0,8,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,137.6,4.586666666666667
1.0,Female,0,0.0,0.0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,143.35,4.778333333333333
0.0,Female,0,1.0,0.0,68,1,1,No,0,0,0,0,0,0,Two year,1.0,Credit card (automatic),1614.9,53.830000000000005
0.0,Female,0,1.0,0.0,36,1,1,Fiber optic,1,1,1,1,0,1,Two year,1.0,Credit card (automatic),3834.4,127.81333333333333
0.0,Female,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,19.55,0.6516666666666667
1.0,Female,0,1.0,0.0,42,0,0,DSL,0,1,0,1,0,0,One year,0.0,Mailed check,1445.3,48.17666666666666
1.0,Male,1,0.0,0.0,5,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1.0,Electronic check,502.6,16.753333333333334
1.0,Female,0,0.0,0.0,10,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,1.0,Mailed check,832.05,27.735
1.0,Female,0,1.0,1.0,68,1,1,Fiber optic,0,0,0,0,1,0,One year,1.0,Electronic check,5685.8,189.52666666666667
1.0,Male,1,1.0,0.0,20,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,1899.65,63.32166666666667
0.0,Female,0,0.0,0.0,29,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,554.25,18.475
0.0,Male,0,0.0,0.0,1,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1.0,Electronic check,85.0,2.8333333333333335
0.0,Female,0,0.0,0.0,14,1,0,DSL,1,0,0,0,0,0,Month-to-month,0.0,Bank transfer (automatic),709.5,23.65
0.0,Female,0,0.0,0.0,5,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Credit card (automatic),202.15,6.738333333333333
0.0,Female,0,0.0,1.0,19,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,398.55,13.285
0.0,Male,1,1.0,0.0,71,1,1,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1789.65,59.655
0.0,Male,1,0.0,0.0,4,0,0,DSL,0,1,0,0,1,1,Month-to-month,1.0,Credit card (automatic),207.35,6.911666666666666
0.0,Female,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,70.25,2.341666666666667
0.0,Male,0,0.0,1.0,6,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,98.35,3.2783333333333333
0.0,Female,1,1.0,1.0,32,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1.0,Electronic check,3217.65,107.25500000000001
0.0,Female,0,1.0,0.0,68,1,1,DSL,1,1,1,1,1,1,Two year,1.0,Electronic check,6424.7,214.15666666666667
1.0,Female,0,1.0,1.0,33,1,0,Fiber optic,0,0,1,0,1,1,One year,1.0,Electronic check,3124.5,104.15
,Male,0,1.0,1.0,72,1,0,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1363.25,45.44166666666667
0.0,Female,0,0.0,0.0,63,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1.0,Credit card (automatic),7002.95,233.43166666666667
0.0,Male,0,1.0,0.0,53,1,0,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1110.05,37.001666666666665
1.0,Male,1,0.0,0.0,18,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,1752.55,58.41833333333333
0.0,Female,1,0.0,0.0,6,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1.0,Electronic check,450.9,15.03
0.0,Female,1,1.0,1.0,59,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1.0,Credit card (automatic),5348.65,178.28833333333333
1.0,Male,0,0.0,0.0,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,1.0,Mailed check,49.65,1.655
0.0,Male,0,0.0,0.0,48,1,1,DSL,1,0,0,1,0,1,One year,1.0,Bank transfer (automatic),3629.2,120.97333333333333
0.0,Male,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,19.2,0.64
0.0,Female,0,0.0,0.0,37,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Electronic check,3810.55,127.01833333333335
0.0,Male,0,0.0,0.0,27,1,1,DSL,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,1291.35,43.044999999999995
1.0,Female,0,1.0,1.0,14,1,0,Fiber optic,0,1,0,1,0,1,Month-to-month,1.0,Credit card (automatic),1208.35,40.27833333333333
,Male,0,1.0,1.0,55,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,1026.35,34.211666666666666
0.0,Male,0,0.0,0.0,72,1,0,DSL,1,1,1,1,1,0,Two year,1.0,Bank transfer (automatic),5336.35,177.87833333333336
1.0,Female,0,0.0,0.0,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1.0,Electronic check,244.65,8.155
0.0,Female,0,1.0,1.0,70,1,1,Fiber optic,1,1,1,0,1,1,One year,1.0,Credit card (automatic),7930.55,264.3516666666667
0.0,Male,0,1.0,0.0,12,1,0,No,0,0,0,0,0,0,One year,0.0,Bank transfer (automatic),202.25,6.741666666666666
0.0,Male,0,0.0,0.0,23,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,481.1,16.03666666666667
0.0,Female,0,1.0,1.0,23,1,1,DSL,0,1,0,1,1,0,Month-to-month,1.0,Credit card (automatic),1652.1,55.07
0.0,Female,0,0.0,0.0,40,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1.0,Bank transfer (automatic),3756.4,125.21333333333334
0.0,Male,0,0.0,0.0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Credit card (automatic),492.0,16.4
0.0,Male,0,0.0,0.0,42,1,0,No,0,0,0,0,0,0,One year,0.0,Bank transfer (automatic),849.9,28.33
1.0,Male,0,1.0,1.0,34,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0.0,Electronic check,2564.3,85.47666666666667
0.0,Female,0,0.0,1.0,12,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,893.0,29.766666666666666
0.0,Female,0,1.0,0.0,71,1,1,Fiber optic,1,1,0,0,1,0,One year,0.0,Mailed check,6856.95,228.565
0.0,Male,0,1.0,1.0,39,0,0,DSL,0,0,0,0,0,0,One year,1.0,Credit card (automatic),947.75,31.591666666666665
0.0,Female,0,1.0,1.0,58,1,1,DSL,0,1,0,0,1,0,Month-to-month,1.0,Bank transfer (automatic),3970.4,132.34666666666666
0.0,Female,0,1.0,1.0,61,1,0,No,0,0,0,0,0,0,One year,0.0,Credit card (automatic),1143.8,38.126666666666665
0.0,Male,1,1.0,0.0,19,1,0,DSL,1,0,1,0,1,0,Month-to-month,0.0,Bank transfer (automatic),1286.05,42.86833333333333
0.0,Male,0,0.0,0.0,61,1,1,Fiber optic,1,1,1,0,1,1,One year,1.0,Electronic check,6521.9,217.39666666666665
1.0,Male,0,0.0,0.0,12,1,0,DSL,0,0,0,1,1,0,One year,1.0,Electronic check,727.8,24.259999999999998
0.0,Female,0,1.0,1.0,16,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,301.55,10.051666666666668
0.0,Male,0,0.0,0.0,60,1,0,DSL,1,1,1,0,0,0,Two year,0.0,Electronic check,3638.25,121.275
0.0,Male,0,1.0,0.0,52,1,1,DSL,0,1,0,1,0,0,Month-to-month,0.0,Bank transfer (automatic),3169.55,105.65166666666667
0.0,Female,0,0.0,0.0,17,1,1,DSL,0,0,1,1,1,0,Month-to-month,1.0,Mailed check,1108.0,36.93333333333333
1.0,Female,1,0.0,0.0,9,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1.0,Electronic check,751.65,25.055
0.0,Female,0,0.0,0.0,63,1,1,No,0,0,0,0,0,0,Two year,0.0,Mailed check,1618.2,53.940000000000005
0.0,Female,1,0.0,0.0,46,1,0,Fiber optic,0,1,1,0,1,0,One year,1.0,Bank transfer (automatic),4126.35,137.54500000000002
0.0,Female,0,0.0,0.0,42,0,0,DSL,1,1,1,1,0,1,One year,1.0,Electronic check,2348.45,78.28166666666667
0.0,Female,0,1.0,1.0,47,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,948.9,31.63
0.0,Male,0,1.0,0.0,51,1,1,Fiber optic,0,1,0,0,0,1,One year,1.0,Credit card (automatic),4614.55,153.81833333333333
0.0,Male,0,1.0,1.0,45,1,0,DSL,1,0,0,1,0,0,Two year,0.0,Bank transfer (automatic),2553.7,85.12333333333332
0.0,Male,0,1.0,1.0,53,1,0,No,0,0,0,0,0,0,One year,0.0,Credit card (automatic),1068.15,35.605000000000004
1.0,Male,0,0.0,0.0,42,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1.0,Electronic check,4273.45,142.44833333333332
1.0,Male,1,0.0,0.0,5,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,477.7,15.923333333333334
0.0,Male,0,0.0,1.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,19.3,0.6433333333333333
1.0,Male,0,1.0,0.0,54,1,0,Fiber optic,1,1,1,1,1,1,Two year,0.0,Bank transfer (automatic),6110.2,203.67333333333332
1.0,Male,0,0.0,1.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,19.45,0.6483333333333333
0.0,Female,0,0.0,0.0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,82.7,2.756666666666667
